	Virulent	Temperate
M2025_k119_83527_flag=0_multi=204.4063_len=81070	0.2875	0.7125
M2069_k119_81982_flag=0_multi=42.9539_len=113881_fragment_1	0	1
P6024_k119_1827_flag=0_multi=18.9852_len=24503	0.826746043	0.173253957
C3017_k119_162749_flag=1_multi=32.0000_len=28866	0.815608027	0.184391973
E5001_k119_44420_flag=0_multi=189.4696_len=24967	0.0125	0.9875
M2068_k119_78185_flag=1_multi=220.7930_len=34773	0.2875	0.7125
M2014_k119_24246_flag=0_multi=248.4017_len=52347	0.05	0.95
C3031_k119_117825_flag=0_multi=25.6518_len=59517	0	1
H4023_k119_227639_flag=0_multi=19.9806_len=6662	0.811878202	0.188121798
H4015_k119_111822_flag=3_multi=371.0000_len=34981	0.1125	0.8875
M2041_k119_151394_flag=1_multi=35.0000_len=13719	0.811878202	0.188121798
H4030_k119_9035_flag=0_multi=129.8573_len=36269	0.0125	0.9875
C3027_k119_22604_flag=1_multi=397.0000_len=96012	0.675	0.325
M2039_k119_108544_flag=1_multi=253.0000_len=52103	0.1375	0.8625
M2034_k119_196617_flag=1_multi=18.0000_len=38643	0.824353003	0.175646997
M2041_k119_91935_flag=1_multi=13.0000_len=31882	0	1
M2008_k119_32440_flag=0_multi=37.7378_len=42649	0	1
H4031_k119_19968_flag=0_multi=18.9908_len=39393	0.0125	0.9875
H4017_k119_970_flag=0_multi=32.5517_len=50565	0.2125	0.7875
M2084_k119_9533_flag=1_multi=18.0000_len=23945	0.025	0.975
M2014_k119_91216_flag=0_multi=632.8351_len=35261	0.9875	0.0125
P6033_k119_85969_flag=1_multi=41.2295_len=65406_fragment_1	0.8375	0.1625
C3016_k119_20077_flag=1_multi=23.0000_len=68194	0.0875	0.9125
H4017_k119_8745_flag=0_multi=62.9867_len=42164_fragment_1	0.228110691	0.771889309
M2061_k119_254052_flag=1_multi=21.9951_len=34247	0	1
C3028_k119_31356_flag=0_multi=195.7241_len=38620	0.898951454	0.101048546
M2079_k119_124115_flag=1_multi=39.0000_len=15529	0.844091858	0.155908142
M2042_k119_182718_flag=0_multi=28.0000_len=73836_fragment_2	0.8875	0.1125
C3010_k119_168_flag=0_multi=45.6661_len=53552	0	1
H4022_k119_56976_flag=1_multi=32.2321_len=34296_fragment_1	0.972537169	0.027462831
M2083_k119_43622_flag=0_multi=42.9797_len=41460	0.0125	0.9875
H4040_k119_15966_flag=1_multi=128.0000_len=79363_fragment_2	0.0875	0.9125
H4040_k119_110928_flag=0_multi=114.6871_len=41366	0.7875	0.2125
H4017_k119_42283_flag=1_multi=73.0000_len=20005	0.845044053	0.154955947
C3010_k119_68088_flag=0_multi=65.9677_len=40342_fragment_1	0.30074285	0.69925715
P6013_k119_30107_flag=1_multi=109.0000_len=55755_fragment_1	0.05	0.95
P6005_k119_11524_flag=1_multi=50.0000_len=44763_fragment_1	0	1
C3034_k119_56469_flag=0_multi=31.0000_len=67516_fragment_1	0.625	0.375
C3002_k119_1151_flag=1_multi=23.6022_len=21275	0.945044053	0.054955947
P6009_k119_184916_flag=3_multi=72.0119_len=6192	0.596141309	0.403858691
H4022_k119_175225_flag=3_multi=20.0037_len=5511	0.811878202	0.188121798
C3032_k119_115197_flag=1_multi=92.0000_len=54695	0.0625	0.9375
M2041_k119_24437_flag=1_multi=12.0000_len=27216	0.875	0.125
M2061_k119_265547_flag=3_multi=114.0021_len=54527	0.25	0.75
P6025_k119_45379_flag=1_multi=9.0000_len=3742	0.837720264	0.162279736
M2068_k119_107999_flag=1_multi=12.0000_len=23500	0.990088106	0.009911894
M2084_k119_107077_flag=0_multi=60.8426_len=15364	0.799018414	0.200981586
M2069_k119_74511_flag=0_multi=88.9787_len=86821	0.125	0.875
C3012_k119_77569_flag=0_multi=56.8516_len=33673	0.525	0.475
C3021_k119_169885_flag=1_multi=15.0000_len=26067	0.5375	0.4625
P6009_k119_43958_flag=0_multi=30.0000_len=16472	0	1
M2061_k119_165012_flag=0_multi=33.9455_len=51535_fragment_1	0.931779094	0.068220906
M2041_k119_86142_flag=0_multi=40.8747_len=89554_fragment_1	0.025	0.975
H4038_k119_20477_flag=0_multi=421.9264_len=114540_fragment_2	0.675	0.325
M2079_k119_154936_flag=3_multi=47.0093_len=5149	0.811878202	0.188121798
C3008_k119_126019_flag=0_multi=1846.1463_len=173101_fragment_2	0.5375	0.4625
H4028_k119_6459_flag=1_multi=1139.0000_len=60330	0.9375	0.0625
C3021_k119_111869_flag=0_multi=32.5346_len=101180_fragment_1	0.125	0.875
H4024_k119_18710_flag=0_multi=89.2778_len=70322_fragment_1	0.15	0.85
H4039_k119_95961_flag=0_multi=168.9091_len=43265	0.075	0.925
P6016_k119_60654_flag=1_multi=67.9796_len=65776	0	1
M2064_k119_197913_flag=0_multi=42.2363_len=45593	0.5	0.5
C3029_k119_72338_flag=0_multi=78.9810_len=102950_fragment_2	0.075	0.925
C3009_k119_53079_flag=0_multi=210.9200_len=57373	0.0375	0.9625
C3011_k119_73646_flag=1_multi=33.0000_len=5897	0.811878202	0.188121798
H4032_k119_2443_flag=0_multi=166.8568_len=37036_fragment_1	0.947467832	0.052532168
C3022_k119_245148_flag=1_multi=35.5335_len=34365	0.964110712	0.035889288
C3005_k119_5605_flag=1_multi=227.0000_len=89978	0.932011278	0.067988722
H4019_k119_131489_flag=1_multi=47.0000_len=85961_fragment_1	0.95	0.05
C3022_k119_35504_flag=1_multi=233.9843_len=44753	0.0125	0.9875
M2061_k119_240154_flag=0_multi=64.7770_len=47478_fragment_1	0	1
P6009_k119_87049_flag=0_multi=92.7304_len=37385	0.9875	0.0125
M2041_k119_14537_flag=0_multi=43.9486_len=111093_fragment_1	0.625	0.375
C3011_k119_22599_flag=0_multi=357.8154_len=52341_fragment_2	0.875	0.125
H4010_k119_34256_flag=0_multi=72.4287_len=27360	0.7875	0.2125
M2068_k119_138458_flag=1_multi=23.9886_len=40592_fragment_1	0.96400058	0.03599942
E5002_k119_65196_flag=1_multi=34.0000_len=54170	0	1
P6025_k119_5981_flag=0_multi=78.1635_len=50426_fragment_1	0.924446177	0.075553823
M2097_k119_86077_flag=0_multi=81.1243_len=48233	0.825	0.175
C3016_k119_104542_flag=0_multi=23.8934_len=8747	0	1
P6009_k119_147290_flag=1_multi=197.7298_len=35177	0.95	0.05
M2014_k119_105929_flag=0_multi=26.9733_len=19609	0.9875	0.0125
M2060_k119_13284_flag=1_multi=13.0000_len=25549	0.881516688	0.118483312
P6037_k119_42987_flag=0_multi=49.5312_len=39654	0.025	0.975
M2068_k119_128120_flag=0_multi=324.2292_len=31906	0.830991069	0.169008931
H4015_k119_80074_flag=1_multi=20.0000_len=22734	0.9875	0.0125
C3032_k119_6416_flag=0_multi=288.3896_len=35593	0.642029214	0.357970786
C3012_k119_121445_flag=1_multi=197.0740_len=150119	0.962720264	0.037279736
M2072_k119_63478_flag=0_multi=146.8735_len=46267	0.0625	0.9375
P6018_k119_136404_flag=1_multi=18.0000_len=39422_fragment_1	0.8125	0.1875
P6024_k119_78786_flag=0_multi=438.7841_len=498640_fragment_1	0.6875	0.3125
H4007_k119_102395_flag=0_multi=187.0000_len=73983_fragment_1	0.0125	0.9875
C3004_k119_82695_flag=0_multi=67.9281_len=18744	0.816311563	0.183688437
M2025_k119_98564_flag=0_multi=223.6228_len=31332	1	0
C3002_k119_29098_flag=0_multi=25.5781_len=30385	0.525	0.475
C3010_k119_107681_flag=0_multi=74.9683_len=93416_fragment_1	0.1125	0.8875
M2042_k119_55886_flag=0_multi=141.7182_len=20135	0.819066659	0.180933341
M2034_k119_71510_flag=0_multi=27.9176_len=24161	0.8625	0.1375
C3005_k119_57135_flag=1_multi=705.6608_len=152335	1	0
P6014_k119_51969_flag=1_multi=17.9801_len=40662	0.0125	0.9875
H4044_k119_88833_flag=1_multi=15.0000_len=8603	0.811878202	0.188121798
P6005_k119_102907_flag=0_multi=44.4235_len=38093	0.9	0.1
C3010_k119_112185_flag=0_multi=70.9835_len=85043_fragment_2	0.05	0.95
P6018_k119_186700_flag=0_multi=78.9323_len=23171	0.673909811	0.326090189
M2064_k119_289637_flag=0_multi=24.8654_len=29015	0.898715619	0.101284381
C3011_k119_147616_flag=0_multi=43.2274_len=52146_fragment_1	0.9625	0.0375
M2064_k119_189766_flag=3_multi=187.0000_len=46350	0.982544053	0.017455947
M2041_k119_130994_flag=1_multi=17.0000_len=25825	0	1
H4038_k119_99752_flag=0_multi=926.2753_len=31757	0.85280837	0.14719163
M2025_k119_163429_flag=3_multi=37.0067_len=5645	0.811878202	0.188121798
H4008_k119_98106_flag=0_multi=451.0000_len=39905	0.9125	0.0875
M2047_k119_152150_flag=0_multi=98.3855_len=27710	0.15	0.85
C3031_k119_35086_flag=1_multi=9.0000_len=18212	0.0625	0.9375
M2047_k119_132259_flag=1_multi=35.0000_len=15668	0.811878202	0.188121798
H4040_k119_38425_flag=0_multi=14.9926_len=37999_fragment_1	0.2125	0.7875
M2060_k119_549_flag=0_multi=19.9813_len=20464	0.731123467	0.268876533
H4031_k119_105359_flag=1_multi=98.6060_len=39672	0.075	0.925
H4040_k119_87258_flag=0_multi=80.9355_len=24936	1	0
M2069_k119_119308_flag=3_multi=544.5230_len=16490	0.0125	0.9875
P6038_k119_63235_flag=1_multi=29.9780_len=26499	0.1375	0.8625
P6009_k119_92867_flag=1_multi=815.9366_len=38676	0.8375	0.1625
M2083_k119_10286_flag=0_multi=97.5360_len=71770_fragment_1	0.0125	0.9875
M2084_k119_98266_flag=1_multi=6.0000_len=3599	0.0125	0.9875
C3003_k119_79538_flag=0_multi=15.0000_len=29718	0.025	0.975
M2075_k119_168332_flag=0_multi=52.8695_len=16053	0.811878202	0.188121798
C3001_k119_28019_flag=0_multi=35.9688_len=22522	0.811878202	0.188121798
C3012_k119_12922_flag=1_multi=75.0000_len=17623	0.811878202	0.188121798
H4045_k119_86581_flag=1_multi=111.0000_len=18177	0.895264317	0.104735683
M2034_k119_218271_flag=0_multi=150.3966_len=24025	0.0125	0.9875
P6014_k119_43928_flag=1_multi=14.0000_len=5809	0	1
C3027_k119_167228_flag=3_multi=51.0037_len=14040	0.0625	0.9375
C3031_k119_11358_flag=0_multi=18.0000_len=34010	0.1625	0.8375
P6033_k119_124402_flag=3_multi=52.0012_len=43337	0	1
M2061_k119_230026_flag=0_multi=104.6273_len=11282	0.811878202	0.188121798
H4019_k119_27321_flag=0_multi=201.1109_len=29452	1	0
M2061_k119_179839_flag=0_multi=60.9396_len=19983	0.962858259	0.037141741
H4045_k119_196609_flag=0_multi=32.9820_len=35731_fragment_1	0.0125	0.9875
H4016_k119_96917_flag=3_multi=21.0005_len=38550	0.0125	0.9875
P6010_k119_132683_flag=1_multi=42.0000_len=5788	0.824268069	0.175731931
H4013_k119_143126_flag=1_multi=20.2917_len=28525	0.175	0.825
M2064_k119_202785_flag=0_multi=170.8901_len=31060	0.0375	0.9625
C3017_k119_68247_flag=0_multi=135.8792_len=22471	0	1
M2014_k119_11293_flag=1_multi=34.0000_len=37759	0.025	0.975
H4039_k119_118764_flag=0_multi=265.8012_len=53450	0.05	0.95
H4027_k119_81692_flag=1_multi=10.0000_len=22534	0.811878202	0.188121798
H4045_k119_22165_flag=1_multi=1371.6756_len=6026	0.811878202	0.188121798
P6017_k119_150477_flag=0_multi=129.5270_len=46606	0.0375	0.9625
H4017_k119_104055_flag=0_multi=12.0000_len=4671	0.811878202	0.188121798
M2075_k119_43666_flag=1_multi=32.5907_len=129189_fragment_2	0.1	0.9
C3003_k119_63556_flag=1_multi=15.4040_len=26976	0	1
M2079_k119_110576_flag=1_multi=15.4122_len=18144	0.9875	0.0125
C3003_k119_2524_flag=1_multi=38.0000_len=62864_fragment_1	0.895979232	0.104020768
M2084_k119_197606_flag=0_multi=102.0407_len=22215	0.025	0.975
P6024_k119_44248_flag=3_multi=221.0000_len=41357	0.1625	0.8375
H4031_k119_59933_flag=0_multi=69.0000_len=17129	0.9375	0.0625
M2014_k119_78543_flag=0_multi=17.8617_len=45743_fragment_1	0	1
M2069_k119_112996_flag=0_multi=19.9010_len=11631	0.811878202	0.188121798
C3003_k119_98696_flag=1_multi=123.0000_len=56384_fragment_1	0.0125	0.9875
P6005_k119_33567_flag=0_multi=17.7045_len=8849	0.942122388	0.057877612
M2084_k119_184173_flag=0_multi=278.0000_len=59415	0	1
M2048_k119_121452_flag=1_multi=8.0000_len=4381	0.811878202	0.188121798
C3031_k119_5572_flag=0_multi=77.4419_len=77909	0	1
P6014_k119_108864_flag=0_multi=9.9942_len=31249	0.9875	0.0125
M2024_k119_21835_flag=0_multi=35.9847_len=45853	0.8125	0.1875
H4035_k119_14791_flag=1_multi=21.0000_len=15204	0.811878202	0.188121798
H4045_k119_123944_flag=0_multi=79.0000_len=65236_fragment_1	0.375	0.625
H4012_k119_445_flag=0_multi=29.9585_len=14081	0	1
M2072_k119_125594_flag=0_multi=79.8002_len=58645	0.697522026	0.302477974
H4013_k119_20357_flag=0_multi=44.9546_len=36952	0.1	0.9
M2075_k119_67020_flag=0_multi=66.5899_len=28197	0.883066638	0.116933362
M2027_k119_23619_flag=0_multi=38.9470_len=56892	0.1125	0.8875
C3009_k119_54676_flag=1_multi=61.0000_len=64728_fragment_1	0.075	0.925
P6018_k119_9904_flag=1_multi=99.0000_len=45297	0.940088106	0.059911894
H4009_k119_15498_flag=1_multi=54.0000_len=32102	0.854526052	0.145473948
E5009_k119_13806_flag=0_multi=47.8791_len=15672	0.811878202	0.188121798
C3021_k119_143343_flag=0_multi=43.9561_len=28536	0.791860696	0.208139304
C3021_k119_2249_flag=1_multi=39.0000_len=53320	1	0
C3032_k119_143997_flag=0_multi=106.9215_len=27140	0.825	0.175
M2097_k119_10400_flag=0_multi=12.0000_len=7449	0	1
H4014_k119_101580_flag=0_multi=49.9830_len=57659_fragment_1	0.025	0.975
C3021_k119_100724_flag=0_multi=34.7800_len=6300	0.811878202	0.188121798
C3001_k119_5810_flag=0_multi=79.0000_len=40739	0	1
H4016_k119_95050_flag=1_multi=8.0000_len=3989	0.811878202	0.188121798
H4019_k119_164185_flag=0_multi=183.1576_len=44181	0.975	0.025
P6016_k119_117499_flag=1_multi=19.9189_len=31038	0.825	0.175
H4032_k119_6498_flag=1_multi=8312.6962_len=93948	0.853868421	0.146131579
C3015_k119_1477_flag=0_multi=403.8509_len=54191	0	1
E5001_k119_84174_flag=0_multi=116.9439_len=41453	0.15	0.85
H4035_k119_46731_flag=1_multi=22.0000_len=32175	0.835022026	0.164977974
P6017_k119_17152_flag=1_multi=13.0000_len=54305	0.8875	0.1125
H4039_k119_20954_flag=1_multi=44.0367_len=40750	0.145566638	0.854433362
M2047_k119_139770_flag=3_multi=28.5710_len=37765	0.0125	0.9875
E5001_k119_91829_flag=1_multi=106.9773_len=97614_fragment_2	0.2875	0.7125
M2034_k119_45423_flag=0_multi=54.9588_len=26303	0.9	0.1
P6014_k119_109237_flag=0_multi=27.9968_len=167518_fragment_1	0	1
H4014_k119_122305_flag=3_multi=1805.0330_len=54771	0.1375	0.8625
C3013_k119_107153_flag=1_multi=250.0000_len=60782	0.820587485	0.179412515
M2034_k119_88614_flag=0_multi=757.8428_len=60636	0.845154185	0.154845815
C3012_k119_60696_flag=0_multi=71.0000_len=26295	0.725	0.275
C3022_k119_189632_flag=1_multi=38.0725_len=17028	0.811878202	0.188121798
H4043_k119_70490_flag=0_multi=156.1786_len=31835	0.635049889	0.364950111
P6037_k119_121406_flag=0_multi=29.9932_len=85445_fragment_1	0	1
C3005_k119_31263_flag=1_multi=41.0000_len=16075	0.811878202	0.188121798
H4019_k119_54291_flag=0_multi=27.8457_len=46315_fragment_1	0	1
M2068_k119_140975_flag=1_multi=93.9885_len=29342_fragment_1	0.0125	0.9875
P6018_k119_58872_flag=0_multi=30.9408_len=6906	0	1
C3021_k119_179732_flag=0_multi=43.7670_len=23428	0.5875	0.4125
H4039_k119_3507_flag=1_multi=6.4274_len=2419	0.811878202	0.188121798
H4010_k119_159682_flag=3_multi=125.0028_len=44893	0.075	0.925
M2026_k119_21865_flag=0_multi=50.8381_len=12473	0	1
E5009_k119_139162_flag=3_multi=26.9662_len=30077	0	1
C3029_k119_20674_flag=0_multi=31.9698_len=20661	0.7375	0.2625
H4017_k119_66087_flag=1_multi=308.0000_len=167667	1	0
H4039_k119_96725_flag=1_multi=175.0000_len=101302_fragment_2	0	1
M2083_k119_110285_flag=1_multi=10.0000_len=4247	0.05	0.95
H4013_k119_47140_flag=0_multi=25.7141_len=4110	0.811878202	0.188121798
M2008_k119_68329_flag=1_multi=22.0000_len=44207_fragment_1	0.025	0.975
C3017_k119_172075_flag=0_multi=75.9675_len=46273	0.8625	0.1375
M2014_k119_41337_flag=1_multi=12.0000_len=21620	0.881811623	0.118188377
H4010_k119_49448_flag=1_multi=35.0000_len=35158	0.772964345	0.227035655
H4015_k119_43654_flag=1_multi=22.0000_len=28954	0.811878202	0.188121798
H4022_k119_58788_flag=0_multi=80.7230_len=104663_fragment_1	0	1
E5001_k119_33264_flag=0_multi=68.9736_len=51576	0.5375	0.4625
H4008_k119_244717_flag=1_multi=20.0000_len=28168	0.95	0.05
C3027_k119_131857_flag=0_multi=283.9395_len=93725_fragment_1	0	1
E5013_k119_184202_flag=1_multi=139.9558_len=62973_fragment_1	0.2375	0.7625
C3015_k119_122004_flag=0_multi=383.8010_len=147203_fragment_3	0.1125	0.8875
P6037_k119_9549_flag=1_multi=15.0000_len=30524	0	1
P6010_k119_110911_flag=1_multi=19.0000_len=61562_fragment_1	0.915528634	0.084471366
P6009_k119_72528_flag=0_multi=104.7480_len=49637	0.0125	0.9875
H4032_k119_140095_flag=3_multi=12.0025_len=4905	0.811878202	0.188121798
M2064_k119_339862_flag=3_multi=4180.0714_len=58667	0.802698238	0.197301762
C3034_k119_98322_flag=3_multi=23.0006_len=40279	0.1875	0.8125
M2014_k119_69517_flag=0_multi=105.1666_len=35359	0	1
C3012_k119_84216_flag=0_multi=101.8549_len=27960	0.1875	0.8125
H4014_k119_95486_flag=1_multi=18.9770_len=15789	0.985022026	0.014977974
M2047_k119_144303_flag=3_multi=225.0000_len=40986	0	1
C3005_k119_66297_flag=1_multi=17.0000_len=36479	0.0375	0.9625
M2072_k119_104484_flag=0_multi=602.6066_len=30724	0.774505277	0.225494723
M2014_k119_99399_flag=1_multi=25.0000_len=63100_fragment_1	0.6375	0.3625
M2048_k119_236140_flag=1_multi=60.0000_len=85522_fragment_2	0.125	0.875
H4015_k119_199512_flag=3_multi=523.0117_len=44827	0.7625	0.2375
M2068_k119_145554_flag=0_multi=23.9769_len=39985	0.025	0.975
M2014_k119_105991_flag=0_multi=184.9174_len=44679_fragment_1	0.0125	0.9875
H4007_k119_75659_flag=0_multi=31.6271_len=30093	0	1
M2014_k119_88901_flag=1_multi=47.3662_len=48060	0.3	0.7
C3035_k119_86126_flag=0_multi=31.9889_len=56115_fragment_1	0.0875	0.9125
C3022_k119_82553_flag=0_multi=73.2425_len=53374_fragment_2	0.967786344	0.032213656
H4004_k119_12019_flag=1_multi=177.0000_len=32981	0.4875	0.5125
C3027_k119_149912_flag=0_multi=30.3504_len=35102	0.0375	0.9625
H4008_k119_215433_flag=0_multi=38.1358_len=49568_fragment_1	0.025	0.975
H4044_k119_25880_flag=1_multi=12.0000_len=5584	0.811878202	0.188121798
H4016_k119_54819_flag=1_multi=34.0000_len=15660	0	1
E5013_k119_208066_flag=1_multi=34.0000_len=30766	0.05	0.95
H4045_k119_97079_flag=0_multi=121.6874_len=15600	0.947632159	0.052367841
C3023_k119_120546_flag=3_multi=2355.0562_len=42000	0.888055613	0.111944387
M2042_k119_37037_flag=0_multi=90.9875_len=143622_fragment_1	0.05	0.95
P6014_k119_102433_flag=0_multi=22.7943_len=33180	0	1
C3016_k119_80157_flag=0_multi=16.6552_len=23395	0.9375	0.0625
M2026_k119_74222_flag=0_multi=96.0000_len=42791	0.975110132	0.024889868
H4017_k119_109456_flag=0_multi=53.9567_len=49031	0.707544053	0.292455947
P6033_k119_123572_flag=1_multi=64.0000_len=44411	0.888055613	0.111944387
M2048_k119_170374_flag=0_multi=30.8994_len=6224	0.811878202	0.188121798
H4030_k119_44539_flag=0_multi=24.8899_len=5350	0.931779094	0.068220906
H4039_k119_139670_flag=0_multi=479.2675_len=153080_fragment_2	0.0625	0.9375
C3021_k119_53752_flag=0_multi=150.3572_len=37225	0.0125	0.9875
M2068_k119_47531_flag=1_multi=5284.0000_len=100397	1	0
H4006_k119_221074_flag=1_multi=9.0000_len=3234	0.811878202	0.188121798
P6009_k119_120718_flag=0_multi=294.8338_len=31512	0.0125	0.9875
P6014_k119_18844_flag=0_multi=222.0000_len=120844	0.893952335	0.106047665
E5006_k119_36511_flag=1_multi=9.0000_len=7358	0.811878202	0.188121798
P6018_k119_108308_flag=0_multi=72.5565_len=37533_fragment_1	0	1
P6014_k119_153805_flag=3_multi=21.0042_len=5069	0.811878202	0.188121798
M2042_k119_249080_flag=1_multi=81.0000_len=33901	0.05	0.95
H4014_k119_64643_flag=1_multi=18.2928_len=30393	0.0125	0.9875
M2061_k119_161605_flag=0_multi=20.9490_len=7400	0.05	0.95
P6010_k119_3997_flag=1_multi=17.9866_len=25463	0	1
H4022_k119_135078_flag=0_multi=51.8228_len=23077	0.0375	0.9625
H4009_k119_4908_flag=1_multi=139.0000_len=51754	0	1
C3036_k119_12437_flag=0_multi=93.7351_len=102308_fragment_1	0.8625	0.1375
M2071_k119_94229_flag=1_multi=13.0000_len=32460	0.85	0.15
H4013_k119_126069_flag=1_multi=13.0000_len=26898	0.025	0.975
M2028_k119_107301_flag=1_multi=21.9892_len=37175	0.275	0.725
H4023_k119_262380_flag=3_multi=28.0049_len=5882	0.811878202	0.188121798
M2060_k119_37886_flag=1_multi=23.0000_len=25231	0.725	0.275
H4028_k119_46812_flag=1_multi=9.0000_len=2860	0.811878202	0.188121798
H4017_k119_66307_flag=0_multi=110.9036_len=45775_fragment_1	0.775	0.225
M2047_k119_80676_flag=1_multi=30.7291_len=7317	0.811878202	0.188121798
M2060_k119_190640_flag=1_multi=10.0000_len=29088	0.939675914	0.060324086
P6037_k119_93715_flag=1_multi=36.1518_len=111689_fragment_1	0.0125	0.9875
P6018_k119_117807_flag=0_multi=19.9874_len=30266	0.05	0.95
P6024_k119_103436_flag=0_multi=944.8204_len=105266_fragment_1	0.025	0.975
P6025_k119_119155_flag=1_multi=271.8560_len=37760	0.875	0.125
H4024_k119_135096_flag=0_multi=51.0695_len=18920	0.895264317	0.104735683
M2064_k119_8029_flag=0_multi=54.8635_len=62702_fragment_1	0.0375	0.9625
E5004_k119_25239_flag=1_multi=22.9960_len=27328	0.603143719	0.396856281
H4004_k119_80708_flag=1_multi=26.0000_len=27226	0.8875	0.1125
C3028_k119_110266_flag=0_multi=51.9566_len=47134	0.996206407	0.003793593
M2085_k119_13609_flag=0_multi=17.0014_len=9398	0.998951454	0.001048546
M2034_k119_131442_flag=0_multi=393.0000_len=29060	0.79270141	0.20729859
M2027_k119_54528_flag=0_multi=57.9448_len=20768	0.865610691	0.134389309
E5022_k119_26355_flag=0_multi=144.0326_len=72469	0.25	0.75
P6028_k119_138313_flag=3_multi=3451.0791_len=43758	0	1
H4023_k119_102331_flag=1_multi=26.2736_len=36976	0.794663685	0.205336315
M2041_k119_5964_flag=0_multi=23.9874_len=36688_fragment_1	0.797543135	0.202456865
P6010_k119_116601_flag=0_multi=20.9709_len=27574	0.623187772	0.376812228
C3008_k119_140591_flag=0_multi=28.7961_len=32582	0.9875	0.0125
M2048_k119_209180_flag=0_multi=114.4220_len=76827_fragment_2	1	0
H4039_k119_91337_flag=0_multi=740.9371_len=235419_fragment_1	0	1
H4023_k119_158015_flag=0_multi=108.6176_len=38681	0	1
